"2020-10-11";"23:31:55";"WinControl (rev 1112) report file"
"Time (rel/ms)";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR"
"0";"";"";"D";"";"Device Nr: #1, DIVING-PAM-II (UWFD0100A) ";""
"0";"2020-10-11";"19:01:49";"SCHS";"";"Chart start ";""
"5";"2020-10-11";"19:01:50";"C";"";"File Nr. 460 | File Dev. ID #1, DIVING-PAM-II:  ";""
"20625";"2020-10-11";"19:02:10";"F";"11410";"492";"545";"0";"0.097";"0.0"
"24005";"2020-10-11";"19:02:14";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"27825";"2020-10-11";"19:02:17";"F";"11411";"242";"316";"0";"0.234";"0.0"
"31005";"2020-10-11";"19:02:21";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"42845";"2020-10-11";"19:02:32";"F";"11412";"133";"185";"0";"0.281";"0.0"
"46005";"2020-10-11";"19:02:36";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"51085";"2020-10-11";"19:02:41";"F";"11413";"129";"161";"0";"0.199";"0.0"
"55005";"2020-10-11";"19:02:45";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"57215";"2020-10-11";"19:02:47";"F";"11414";"499";"556";"0";"0.103";"0.0"
"61005";"2020-10-11";"19:02:51";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"65355";"2020-10-11";"19:02:55";"F";"11415";"391";"451";"0";"0.133";"0.0"
"69005";"2020-10-11";"19:02:59";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"75185";"2020-10-11";"19:03:05";"F";"11416";"190";"223";"0";"0.148";"0.0"
"79005";"2020-10-11";"19:03:09";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"90145";"2020-10-11";"19:03:20";"F";"11417";"147";"183";"0";"0.197";"0.0"
"94005";"2020-10-11";"19:03:24";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"96075";"2020-10-11";"19:03:26";"F";"11418";"258";"312";"0";"0.173";"0.0"
"100005";"2020-10-11";"19:03:30";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"103045";"2020-10-11";"19:03:33";"F";"11419";"695";"943";"0";"0.263";"0.0"
"107005";"2020-10-11";"19:03:37";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"108395";"2020-10-11";"19:03:38";"F";"11420";"217";"278";"0";"0.219";"0.0"
"113005";"2020-10-11";"19:03:43";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"116675";"2020-10-11";"19:03:46";"F";"11421";"167";"212";"0";"0.212";"0.0"
"120005";"2020-10-11";"19:03:50";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"121055";"2020-10-11";"19:03:51";"F";"11422";"205";"258";"0";"0.205";"0.0"
"126005";"2020-10-11";"19:03:56";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"128815";"2020-10-11";"19:03:58";"F";"11423";"166";"205";"0";"0.190";"0.0"
"133005";"2020-10-11";"19:04:03";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"146915";"2020-10-11";"19:04:16";"F";"11424";"104";"122";"0";"0.148";"0.0"
"150005";"2020-10-11";"19:04:20";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"153385";"2020-10-11";"19:04:23";"F";"11425";"121";"148";"0";"0.182";"0.0"
"157005";"2020-10-11";"19:04:27";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"160465";"2020-10-11";"19:04:30";"F";"11426";"427";"533";"0";"0.199";"0.0"
"165005";"2020-10-11";"19:04:35";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"170225";"2020-10-11";"19:04:40";"F";"11427";"162";"195";"0";"0.169";"0.0"
"175005";"2020-10-11";"19:04:45";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"181865";"2020-10-11";"19:04:51";"F";"11428";"102";"293";"0";"0.652";"0.0"
"185005";"2020-10-11";"19:04:55";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"187955";"2020-10-11";"19:04:57";"F";"11429";"108";"128";"0";"0.156";"0.0"
"192005";"2020-10-11";"19:05:02";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"193605";"2020-10-11";"19:05:03";"F";"11430";"264";"335";"0";"0.212";"0.0"
"197005";"2020-10-11";"19:05:07";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"199605";"2020-10-11";"19:05:09";"F";"11431";"308";"375";"0";"0.179";"0.0"
"203005";"2020-10-11";"19:05:13";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"206125";"2020-10-11";"19:05:16";"F";"11432";"270";"310";"0";"0.129";"0.0"
"210005";"2020-10-11";"19:05:20";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"252635";"2020-10-11";"19:06:02";"F";"11433";"29";"44";"0";"-";"-"
"257005";"2020-10-11";"19:06:07";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"262995";"2020-10-11";"19:06:12";"F";"11434";"23";"57";"0";"0.596";"0.0"
"266005";"2020-10-11";"19:06:16";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"282055";"2020-10-11";"19:06:32";"F";"11435";"43";"53";"0";"0.189";"0.0"
"286005";"2020-10-11";"19:06:36";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"289615";"2020-10-11";"19:06:39";"F";"11436";"45";"67";"0";"0.328";"0.0"
"293005";"2020-10-11";"19:06:43";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"299195";"2020-10-11";"19:06:49";"F";"11437";"87";"95";"0";"0.084";"0.0"
"304005";"2020-10-11";"19:06:54";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"304675";"2020-10-11";"19:06:54";"F";"11438";"202";"445";"0";"0.546";"0.0"
"309005";"2020-10-11";"19:06:59";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"316985";"2020-10-11";"19:07:06";"F";"11439";"41";"48";"0";"-";"-"
"321005";"2020-10-11";"19:07:11";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"323025";"2020-10-11";"19:07:13";"F";"11440";"161";"183";"0";"0.120";"0.0"
"328005";"2020-10-11";"19:07:18";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"329205";"2020-10-11";"19:07:19";"F";"11441";"72";"87";"0";"0.172";"0.0"
"333005";"2020-10-11";"19:07:23";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"350155";"2020-10-11";"19:07:40";"F";"11442";"32";"36";"0";"-";"-"
"355005";"2020-10-11";"19:07:45";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"359305";"2020-10-11";"19:07:49";"F";"11443";"42";"67";"0";"0.373";"0.0"
"364005";"2020-10-11";"19:07:54";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"367765";"2020-10-11";"19:07:57";"F";"11444";"62";"96";"0";"0.354";"0.0"
"372005";"2020-10-11";"19:08:02";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"375875";"2020-10-11";"19:08:05";"F";"11445";"178";"234";"0";"0.239";"0.0"
"380005";"2020-10-11";"19:08:10";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"380685";"2020-10-11";"19:08:10";"F";"11446";"212";"212";"0";"0.000";"0.0"
"385005";"2020-10-11";"19:08:15";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"391225";"2020-10-11";"19:08:21";"F";"11447";"31";"58";"0";"0.466";"0.0"
"396005";"2020-10-11";"19:08:26";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"397555";"2020-10-11";"19:08:27";"F";"11448";"123";"155";"0";"0.206";"0.0"
"402005";"2020-10-11";"19:08:32";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"439275";"2020-10-11";"19:09:09";"F";"11449";"69";"107";"0";"0.355";"0.0"
"444005";"2020-10-11";"19:09:14";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"448095";"2020-10-11";"19:09:18";"F";"11450";"114";"140";"0";"0.186";"0.0"
"453005";"2020-10-11";"19:09:23";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"481675";"2020-10-11";"19:09:51";"F";"11451";"62";"79";"0";"0.215";"0.0"
"486005";"2020-10-11";"19:09:56";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"503855";"2020-10-11";"19:10:13";"F";"11452";"103";"131";"0";"0.214";"0.0"
"508005";"2020-10-11";"19:10:18";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"527035";"2020-10-11";"19:10:37";"F";"11453";"91";"120";"0";"0.242";"0.0"
"527040";"2020-10-11";"19:10:37";"SCHE";"";"Chart stop ";""
"532005";"2020-10-11";"19:10:42";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"608000";"2020-10-11";"19:11:57";"SCHS";"";"Chart start ";""
"608005";"2020-10-11";"19:11:58";"C";"";"File Nr. 461 | File Dev. ID #1, DIVING-PAM-II:  ";""
"636855";"2020-10-11";"19:12:26";"F";"11454";"74";"102";"0";"0.275";"0.0"
"640005";"2020-10-11";"19:12:30";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"646465";"2020-10-11";"19:12:36";"F";"11455";"89";"107";"0";"0.168";"0.0"
"650005";"2020-10-11";"19:12:40";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"653675";"2020-10-11";"19:12:43";"F";"11456";"169";"191";"0";"0.115";"0.0"
"657005";"2020-10-11";"19:12:47";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"669835";"2020-10-11";"19:12:59";"F";"11457";"105";"141";"0";"0.255";"0.0"
"673005";"2020-10-11";"19:13:03";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"675835";"2020-10-11";"19:13:05";"F";"11458";"164";"203";"0";"0.192";"0.0"
"680005";"2020-10-11";"19:13:10";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"681585";"2020-10-11";"19:13:11";"F";"11459";"118";"144";"0";"0.181";"0.0"
"685005";"2020-10-11";"19:13:15";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"693965";"2020-10-11";"19:13:23";"F";"11460";"116";"155";"0";"0.252";"0.0"
"698005";"2020-10-11";"19:13:28";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"744135";"2020-10-11";"19:14:14";"F";"11461";"45";"58";"0";"0.224";"0.0"
"748005";"2020-10-11";"19:14:18";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"754025";"2020-10-11";"19:14:24";"F";"11462";"59";"74";"0";"0.203";"0.0"
"758005";"2020-10-11";"19:14:28";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"759285";"2020-10-11";"19:14:29";"F";"11463";"145";"201";"0";"0.279";"0.0"
"764005";"2020-10-11";"19:14:34";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"766745";"2020-10-11";"19:14:36";"F";"11464";"366";"380";"0";"0.037";"0.0"
"770005";"2020-10-11";"19:14:40";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"771195";"2020-10-11";"19:14:41";"F";"11465";"417";"566";"0";"0.263";"0.0"
"776005";"2020-10-11";"19:14:46";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"784775";"2020-10-11";"19:14:54";"F";"11466";"73";"90";"0";"0.189";"0.0"
"788005";"2020-10-11";"19:14:58";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"788485";"2020-10-11";"19:14:58";"F";"11467";"72";"134";"0";"0.463";"0.0"
"793005";"2020-10-11";"19:15:03";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"798925";"2020-10-11";"19:15:08";"F";"11468";"87";"114";"0";"0.237";"0.0"
"803005";"2020-10-11";"19:15:13";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"839225";"2020-10-11";"19:15:49";"F";"11469";"19";"47";"0";"-";"-"
"843005";"2020-10-11";"19:15:53";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"846625";"2020-10-11";"19:15:56";"F";"11470";"76";"101";"0";"0.248";"0.0"
"851005";"2020-10-11";"19:16:01";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"866185";"2020-10-11";"19:16:16";"F";"11471";"155";"182";"0";"0.148";"0.0"
"870005";"2020-10-11";"19:16:20";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"879925";"2020-10-11";"19:16:29";"F";"11472";"173";"209";"0";"0.172";"0.0"
"883005";"2020-10-11";"19:16:33";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"887815";"2020-10-11";"19:16:37";"F";"11473";"168";"192";"0";"0.125";"0.0"
"891005";"2020-10-11";"19:16:41";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"897475";"2020-10-11";"19:16:47";"F";"11474";"37";"39";"0";"-";"-"
"902005";"2020-10-11";"19:16:52";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"904415";"2020-10-11";"19:16:54";"F";"11475";"41";"55";"0";"0.255";"0.0"
"908005";"2020-10-11";"19:16:58";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"927165";"2020-10-11";"19:17:17";"F";"11476";"48";"89";"0";"0.461";"0.0"
"932005";"2020-10-11";"19:17:22";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"933945";"2020-10-11";"19:17:23";"F";"11477";"47";"57";"0";"0.175";"0.0"
"938005";"2020-10-11";"19:17:28";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"944195";"2020-10-11";"19:17:34";"F";"11478";"57";"70";"0";"0.186";"0.0"
"948005";"2020-10-11";"19:17:38";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"966745";"2020-10-11";"19:17:56";"F";"11479";"53";"85";"0";"0.376";"0.0"
"971005";"2020-10-11";"19:18:01";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"990905";"2020-10-11";"19:18:20";"F";"11480";"51";"78";"0";"0.346";"0.0"
"994005";"2020-10-11";"19:18:24";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1008655";"2020-10-11";"19:18:38";"F";"11481";"25";"39";"0";"-";"-"
"1012005";"2020-10-11";"19:18:42";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1024105";"2020-10-11";"19:18:54";"F";"11482";"64";"175";"0";"0.634";"0.0"
"1028005";"2020-10-11";"19:18:58";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1032235";"2020-10-11";"19:19:02";"F";"11483";"84";"267";"0";"0.685";"0.0"
"1036005";"2020-10-11";"19:19:06";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1041325";"2020-10-11";"19:19:11";"F";"11484";"152";"174";"0";"0.126";"0.0"
"1045005";"2020-10-11";"19:19:15";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1047375";"2020-10-11";"19:19:17";"F";"11485";"183";"205";"0";"0.107";"0.0"
"1051005";"2020-10-11";"19:19:21";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1066635";"2020-10-11";"19:19:36";"F";"11486";"370";"450";"0";"0.178";"0.0"
"1070005";"2020-10-11";"19:19:40";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1071355";"2020-10-11";"19:19:41";"F";"11487";"303";"374";"0";"0.190";"0.0"
"1075005";"2020-10-11";"19:19:45";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1089695";"2020-10-11";"19:19:59";"F";"11488";"35";"56";"0";"0.375";"0.0"
"1093005";"2020-10-11";"19:20:03";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1103665";"2020-10-11";"19:20:13";"F";"11489";"29";"47";"0";"-";"-"
"1107005";"2020-10-11";"19:20:17";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1113235";"2020-10-11";"19:20:23";"F";"11490";"36";"59";"0";"0.390";"0.0"
"1118005";"2020-10-11";"19:20:28";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1137285";"2020-10-11";"19:20:47";"F";"11491";"94";"119";"0";"0.210";"0.0"
"1141005";"2020-10-11";"19:20:51";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1162785";"2020-10-11";"19:21:12";"F";"11492";"71";"90";"0";"0.211";"0.0"
"1167005";"2020-10-11";"19:21:17";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1176205";"2020-10-11";"19:21:26";"F";"11493";"141";"169";"0";"0.166";"0.0"
"1180005";"2020-10-11";"19:21:30";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1184525";"2020-10-11";"19:21:34";"F";"11494";"125";"172";"0";"0.273";"0.0"
"1189005";"2020-10-11";"19:21:39";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1199475";"2020-10-11";"19:21:49";"F";"11495";"76";"88";"0";"0.136";"0.0"
"1204005";"2020-10-11";"19:21:54";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1205065";"2020-10-11";"19:21:55";"F";"11496";"87";"101";"0";"0.139";"0.0"
"1210005";"2020-10-11";"19:22:00";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1223485";"2020-10-11";"19:22:13";"F";"11497";"40";"64";"0";"0.375";"0.0"
"1227135";"2020-10-11";"19:22:17";"F";"11498";"60";"76";"0";"0.211";"0.0"
"1228005";"2020-10-11";"19:22:18";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1232005";"2020-10-11";"19:22:22";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1238555";"2020-10-11";"19:22:28";"F";"11499";"182";"200";"0";"0.090";"0.0"
"1243005";"2020-10-11";"19:22:33";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1250585";"2020-10-11";"19:22:40";"F";"11500";"115";"116";"0";"0.009";"0.0"
"1250590";"2020-10-11";"19:22:40";"SCHE";"";"Chart stop ";""
"1255005";"2020-10-11";"19:22:45";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1272000";"2020-10-11";"19:23:01";"SCHS";"";"Chart start ";""
"1272005";"2020-10-11";"19:23:02";"C";"";"File Nr. 462 | File Dev. ID #1, DIVING-PAM-II:  ";""
"1316155";"2020-10-11";"19:23:46";"F";"11501";"12";"27";"0";"-";"-"
"1320005";"2020-10-11";"19:23:50";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1327995";"2020-10-11";"19:23:57";"F";"11502";"239";"323";"0";"0.260";"0.0"
"1331005";"2020-10-11";"19:24:01";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1339845";"2020-10-11";"19:24:09";"F";"11503";"143";"171";"0";"0.164";"0.0"
"1343005";"2020-10-11";"19:24:13";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1352865";"2020-10-11";"19:24:22";"F";"11504";"143";"195";"0";"0.267";"0.0"
"1357005";"2020-10-11";"19:24:27";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1365565";"2020-10-11";"19:24:35";"F";"11505";"71";"112";"0";"0.366";"0.0"
"1369005";"2020-10-11";"19:24:39";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1374365";"2020-10-11";"19:24:44";"F";"11506";"159";"228";"0";"0.303";"0.0"
"1378005";"2020-10-11";"19:24:48";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1378605";"2020-10-11";"19:24:48";"F";"11507";"569";"685";"0";"0.169";"0.0"
"1383005";"2020-10-11";"19:24:53";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1389135";"2020-10-11";"19:24:59";"F";"11508";"231";"231";"0";"0.000";"0.0"
"1393005";"2020-10-11";"19:25:03";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1400565";"2020-10-11";"19:25:10";"F";"11509";"67";"86";"0";"0.221";"0.0"
"1405005";"2020-10-11";"19:25:15";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1405345";"2020-10-11";"19:25:15";"F";"11510";"115";"155";"0";"0.258";"0.0"
"1410005";"2020-10-11";"19:25:20";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1415425";"2020-10-11";"19:25:25";"F";"11511";"140";"184";"0";"0.239";"0.0"
"1420005";"2020-10-11";"19:25:30";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1424985";"2020-10-11";"19:25:34";"F";"11512";"126";"179";"0";"0.296";"0.0"
"1429005";"2020-10-11";"19:25:39";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1432265";"2020-10-11";"19:25:42";"F";"11513";"126";"154";"0";"0.182";"0.0"
"1437005";"2020-10-11";"19:25:47";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1439075";"2020-10-11";"19:25:49";"F";"11514";"258";"386";"0";"0.332";"0.0"
"1444005";"2020-10-11";"19:25:54";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1447775";"2020-10-11";"19:25:57";"F";"11515";"473";"634";"0";"0.254";"0.0"
"1452005";"2020-10-11";"19:26:02";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1452545";"2020-10-11";"19:26:02";"F";"11516";"468";"621";"0";"0.246";"0.0"
"1457005";"2020-10-11";"19:26:07";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1461865";"2020-10-11";"19:26:11";"F";"11517";"284";"374";"0";"0.241";"0.0"
"1466005";"2020-10-11";"19:26:16";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1467945";"2020-10-11";"19:26:17";"F";"11518";"631";"742";"0";"0.150";"0.0"
"1471005";"2020-10-11";"19:26:21";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1482235";"2020-10-11";"19:26:32";"F";"11519";"119";"168";"0";"0.292";"0.0"
"1487005";"2020-10-11";"19:26:37";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1488635";"2020-10-11";"19:26:38";"F";"11520";"171";"215";"0";"0.205";"0.0"
"1492005";"2020-10-11";"19:26:42";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1496145";"2020-10-11";"19:26:46";"F";"11521";"373";"465";"0";"0.198";"0.0"
"1501005";"2020-10-11";"19:26:51";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1503705";"2020-10-11";"19:26:53";"F";"11522";"449";"535";"0";"0.161";"0.0"
"1508005";"2020-10-11";"19:26:58";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1511415";"2020-10-11";"19:27:01";"F";"11523";"321";"398";"0";"0.193";"0.0"
"1516005";"2020-10-11";"19:27:06";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1516145";"2020-10-11";"19:27:06";"F";"11524";"368";"523";"0";"0.296";"0.0"
"1520005";"2020-10-11";"19:27:10";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1525715";"2020-10-11";"19:27:15";"F";"11525";"184";"257";"0";"0.284";"0.0"
"1529755";"2020-10-11";"19:27:19";"F";"11526";"290";"415";"0";"0.301";"0.0"
"1530005";"2020-10-11";"19:27:20";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1534005";"2020-10-11";"19:27:24";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1545895";"2020-10-11";"19:27:35";"F";"11527";"85";"85";"0";"0.000";"0.0"
"1550005";"2020-10-11";"19:27:40";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1551815";"2020-10-11";"19:27:41";"F";"11528";"146";"198";"0";"0.263";"0.0"
"1556005";"2020-10-11";"19:27:46";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1563475";"2020-10-11";"19:27:53";"F";"11529";"96";"144";"0";"0.333";"0.0"
"1567005";"2020-10-11";"19:27:57";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1576375";"2020-10-11";"19:28:06";"F";"11530";"116";"261";"0";"0.556";"0.0"
"1580005";"2020-10-11";"19:28:10";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1586715";"2020-10-11";"19:28:16";"F";"11531";"92";"191";"0";"0.518";"0.0"
"1591005";"2020-10-11";"19:28:21";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1591895";"2020-10-11";"19:28:21";"F";"11532";"256";"357";"0";"0.283";"0.0"
"1596005";"2020-10-11";"19:28:26";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1598805";"2020-10-11";"19:28:28";"F";"11533";"245";"341";"0";"0.282";"0.0"
"1602005";"2020-10-11";"19:28:32";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1605805";"2020-10-11";"19:28:35";"F";"11534";"446";"515";"0";"0.134";"0.0"
"1609005";"2020-10-11";"19:28:39";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1610325";"2020-10-11";"19:28:40";"F";"11535";"290";"390";"0";"0.256";"0.0"
"1615005";"2020-10-11";"19:28:45";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1617775";"2020-10-11";"19:28:47";"F";"11536";"211";"244";"0";"0.135";"0.0"
"1622005";"2020-10-11";"19:28:52";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1622605";"2020-10-11";"19:28:52";"F";"11537";"298";"364";"0";"0.181";"0.0"
"1627005";"2020-10-11";"19:28:57";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1631295";"2020-10-11";"19:29:01";"F";"11538";"300";"388";"0";"0.227";"0.0"
"1635005";"2020-10-11";"19:29:05";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1635035";"2020-10-11";"19:29:05";"F";"11539";"196";"273";"0";"0.282";"0.0"
"1640005";"2020-10-11";"19:29:10";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1642905";"2020-10-11";"19:29:12";"F";"11540";"102";"131";"0";"0.221";"0.0"
"1646005";"2020-10-11";"19:29:16";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1647855";"2020-10-11";"19:29:17";"F";"11541";"157";"206";"0";"0.238";"0.0"
"1651005";"2020-10-11";"19:29:21";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1659555";"2020-10-11";"19:29:29";"F";"11542";"256";"328";"0";"0.220";"0.0"
"1664005";"2020-10-11";"19:29:34";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"1664165";"2020-10-11";"19:29:34";"F";"11543";"160";"210";"0";"0.238";"0.0"
"1664170";"2020-10-11";"19:29:34";"SCHE";"";"Chart stop ";""
"1669005";"2020-10-11";"19:29:39";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
