"2020-10-14";"00:29:08";"WinControl (rev 1112) report file"
"Time (rel/ms)";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR"
"0";"";"";"D";"";"Device Nr: #1, DIVING-PAM-II (UWFD0100A) ";""
"0";"2020-10-13";"18:46:56";"SCHS";"";"Chart start ";""
"5";"2020-10-13";"18:46:57";"C";"";"File Nr. 483 | File Dev. ID #1, DIVING-PAM-II:  ";""
"235475";"2020-10-13";"18:50:52";"F";"12178";"0";"36";"0";"-";"-"
"240005";"2020-10-13";"18:50:57";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 26.5 ";""
"243525";"2020-10-13";"18:51:00";"F";"12179";"0";"28";"0";"-";"-"
"248005";"2020-10-13";"18:51:05";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 26.5 ";""
"271455";"2020-10-13";"18:51:28";"F";"12180";"20";"29";"0";"-";"-"
"276005";"2020-10-13";"18:51:33";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 26.6 ";""
"280305";"2020-10-13";"18:51:37";"F";"12181";"15";"32";"0";"-";"-"
"284005";"2020-10-13";"18:51:41";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 26.6 ";""
"286025";"2020-10-13";"18:51:43";"F";"12182";"163";"185";"0";"0.119";"0.0"
"291005";"2020-10-13";"18:51:48";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 26.6 ";""
"293125";"2020-10-13";"18:51:50";"F";"12183";"230";"257";"0";"0.105";"0.0"
"297005";"2020-10-13";"18:51:54";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 26.6 ";""
"298965";"2020-10-13";"18:51:55";"F";"12184";"55";"94";"0";"0.415";"0.0"
"303005";"2020-10-13";"18:52:00";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 26.7 ";""
"304765";"2020-10-13";"18:52:01";"F";"12185";"46";"67";"0";"0.313";"0.0"
"309005";"2020-10-13";"18:52:06";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 26.7 ";""
"314165";"2020-10-13";"18:52:11";"F";"12186";"31";"43";"0";"-";"-"
"319005";"2020-10-13";"18:52:16";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 26.7 ";""
"325935";"2020-10-13";"18:52:22";"F";"12187";"7";"20";"0";"-";"-"
"330005";"2020-10-13";"18:52:27";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 26.7 ";""
"330375";"2020-10-13";"18:52:27";"F";"12188";"8";"20";"0";"-";"-"
"335005";"2020-10-13";"18:52:32";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 26.7 ";""
"373765";"2020-10-13";"18:53:10";"F";"12189";"312";"335";"0";"0.069";"0.0"
"378005";"2020-10-13";"18:53:15";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 26.8 ";""
"381775";"2020-10-13";"18:53:18";"F";"12190";"170";"242";"0";"0.298";"0.0"
"386005";"2020-10-13";"18:53:23";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 26.8 ";""
"397125";"2020-10-13";"18:53:34";"F";"12191";"53";"63";"0";"0.159";"0.0"
"401005";"2020-10-13";"18:53:38";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 26.9 ";""
"403085";"2020-10-13";"18:53:40";"F";"12192";"57";"87";"0";"0.345";"0.0"
"407005";"2020-10-13";"18:53:44";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 26.9 ";""
"412685";"2020-10-13";"18:53:49";"F";"12193";"56";"67";"0";"0.164";"0.0"
"417005";"2020-10-13";"18:53:54";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 26.9 ";""
"421455";"2020-10-13";"18:53:58";"F";"12194";"76";"104";"0";"0.269";"0.0"
"426005";"2020-10-13";"18:54:03";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 26.9 ";""
"428185";"2020-10-13";"18:54:05";"F";"12195";"19";"51";"0";"0.627";"0.0"
"433005";"2020-10-13";"18:54:10";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 26.9 ";""
"436885";"2020-10-13";"18:54:13";"F";"12196";"35";"46";"0";"-";"-"
"441005";"2020-10-13";"18:54:18";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 26.9 ";""
"445595";"2020-10-13";"18:54:22";"F";"12197";"31";"62";"0";"0.500";"0.0"
"450005";"2020-10-13";"18:54:27";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 27.0 ";""
"452285";"2020-10-13";"18:54:29";"F";"12198";"25";"37";"0";"-";"-"
"456005";"2020-10-13";"18:54:33";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 27.1 ";""
"460885";"2020-10-13";"18:54:37";"F";"12199";"43";"59";"0";"0.271";"0.0"
"465005";"2020-10-13";"18:54:42";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 27.1 ";""
"481525";"2020-10-13";"18:54:58";"F";"12200";"38";"71";"0";"0.465";"0.0"
"486005";"2020-10-13";"18:55:03";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 27.3 ";""
"492285";"2020-10-13";"18:55:09";"F";"12201";"16";"33";"0";"-";"-"
"497005";"2020-10-13";"18:55:14";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 27.3 ";""
"508875";"2020-10-13";"18:55:25";"F";"12202";"8";"27";"0";"-";"-"
"513005";"2020-10-13";"18:55:30";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 27.3 ";""
"527215";"2020-10-13";"18:55:44";"F";"12203";"10";"31";"0";"-";"-"
"532005";"2020-10-13";"18:55:49";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 27.3 ";""
"537435";"2020-10-13";"18:55:54";"F";"12204";"9";"28";"0";"-";"-"
"541005";"2020-10-13";"18:55:58";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 27.3 ";""
"551315";"2020-10-13";"18:56:08";"F";"12205";"15";"48";"0";"-";"-"
"555005";"2020-10-13";"18:56:12";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 27.3 ";""
"572755";"2020-10-13";"18:56:29";"F";"12206";"11";"20";"0";"-";"-"
"577005";"2020-10-13";"18:56:34";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 27.2 ";""
"581605";"2020-10-13";"18:56:38";"F";"12207";"6";"34";"0";"-";"-"
"586005";"2020-10-13";"18:56:43";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 27.2 ";""
"588075";"2020-10-13";"18:56:45";"F";"12208";"175";"200";"0";"0.125";"0.0"
"593005";"2020-10-13";"18:56:50";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 27.2 ";""
"600545";"2020-10-13";"18:56:57";"F";"12209";"28";"31";"0";"-";"-"
"605005";"2020-10-13";"18:57:02";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 27.2 ";""
"606125";"2020-10-13";"18:57:03";"F";"12210";"0";"31";"0";"-";"-"
"611005";"2020-10-13";"18:57:08";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 27.2 ";""
"614555";"2020-10-13";"18:57:11";"F";"12211";"19";"49";"0";"-";"-"
"618005";"2020-10-13";"18:57:15";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 27.2 ";""
"619905";"2020-10-13";"18:57:16";"F";"12212";"27";"44";"0";"-";"-"
"624005";"2020-10-13";"18:57:21";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 27.2 ";""
"627585";"2020-10-13";"18:57:24";"F";"12213";"47";"72";"0";"0.347";"0.0"
"632005";"2020-10-13";"18:57:29";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 27.2 ";""
"636935";"2020-10-13";"18:57:33";"F";"12214";"60";"84";"0";"0.286";"0.0"
"641005";"2020-10-13";"18:57:38";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 27.2 ";""
"644955";"2020-10-13";"18:57:41";"F";"12215";"50";"62";"0";"0.194";"0.0"
"648005";"2020-10-13";"18:57:45";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 27.2 ";""
"652925";"2020-10-13";"18:57:49";"F";"12216";"22";"53";"0";"0.585";"0.0"
"656005";"2020-10-13";"18:57:53";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 27.2 ";""
"660195";"2020-10-13";"18:57:57";"F";"12217";"35";"59";"0";"0.407";"0.0"
"665005";"2020-10-13";"18:58:02";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 27.2 ";""
"673335";"2020-10-13";"18:58:10";"F";"12218";"44";"64";"0";"0.313";"0.0"
"678005";"2020-10-13";"18:58:15";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 27.2 ";""
"681095";"2020-10-13";"18:58:18";"F";"12219";"44";"64";"0";"0.313";"0.0"
"686005";"2020-10-13";"18:58:23";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 27.2 ";""
"695225";"2020-10-13";"18:58:32";"F";"12220";"46";"77";"0";"0.403";"0.0"
"700005";"2020-10-13";"18:58:37";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 27.2 ";""
"709845";"2020-10-13";"18:58:46";"F";"12221";"56";"69";"0";"0.188";"0.0"
"714005";"2020-10-13";"18:58:51";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 27.2 ";""
"720845";"2020-10-13";"18:58:57";"F";"12222";"36";"46";"0";"-";"-"
"720850";"2020-10-13";"18:58:57";"SCHE";"";"Chart stop ";""
"725005";"2020-10-13";"18:59:02";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 27.2 ";""
"891000";"2020-10-13";"19:01:47";"SCHS";"";"Chart start ";""
"891005";"2020-10-13";"19:01:48";"C";"";"File Nr. 484 | File Dev. ID #1, DIVING-PAM-II:  ";""
"927255";"2020-10-13";"19:02:24";"F";"12223";"135";"154";"0";"0.123";"0.0"
"931835";"2020-10-13";"19:02:28";"F";"12224";"129";"253";"0";"0.490";"0.0"
"932005";"2020-10-13";"19:02:29";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.1 ";""
"936005";"2020-10-13";"19:02:33";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.0 ";""
"942765";"2020-10-13";"19:02:39";"F";"12225";"135";"179";"0";"0.246";"0.0"
"946005";"2020-10-13";"19:02:43";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.0 ";""
"958495";"2020-10-13";"19:02:55";"F";"12226";"141";"175";"0";"0.194";"0.0"
"963005";"2020-10-13";"19:03:00";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.0 ";""
"968045";"2020-10-13";"19:03:05";"F";"12227";"138";"186";"0";"0.258";"0.0"
"973005";"2020-10-13";"19:03:10";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.0 ";""
"973195";"2020-10-13";"19:03:10";"F";"12228";"150";"264";"0";"0.432";"0.0"
"978005";"2020-10-13";"19:03:15";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.0 ";""
"978725";"2020-10-13";"19:03:15";"F";"12229";"147";"147";"0";"0.000";"0.0"
"983005";"2020-10-13";"19:03:20";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.0 ";""
"984895";"2020-10-13";"19:03:21";"F";"12230";"21";"55";"0";"0.618";"0.0"
"988155";"2020-10-13";"19:03:25";"F";"12231";"9";"70";"0";"-";"-"
"989005";"2020-10-13";"19:03:26";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.0 ";""
"992005";"2020-10-13";"19:03:29";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.0 ";""
"997285";"2020-10-13";"19:03:34";"F";"12232";"81";"103";"0";"0.214";"0.0"
"1002005";"2020-10-13";"19:03:39";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.0 ";""
"1020435";"2020-10-13";"19:03:57";"F";"12233";"41";"61";"0";"0.328";"0.0"
"1025005";"2020-10-13";"19:04:02";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.0 ";""
"1028265";"2020-10-13";"19:04:05";"F";"12234";"40";"49";"0";"-";"-"
"1033005";"2020-10-13";"19:04:10";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.0 ";""
"1037275";"2020-10-13";"19:04:14";"F";"12235";"252";"296";"0";"0.149";"0.0"
"1042005";"2020-10-13";"19:04:19";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.0 ";""
"1047935";"2020-10-13";"19:04:24";"F";"12236";"90";"107";"0";"0.159";"0.0"
"1052005";"2020-10-13";"19:04:29";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.0 ";""
"1055555";"2020-10-13";"19:04:32";"F";"12237";"248";"459";"0";"0.460";"0.0"
"1060005";"2020-10-13";"19:04:37";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.0 ";""
"1061335";"2020-10-13";"19:04:38";"F";"12238";"313";"434";"0";"0.279";"0.0"
"1066005";"2020-10-13";"19:04:43";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.0 ";""
"1067175";"2020-10-13";"19:04:44";"F";"12239";"198";"314";"0";"0.369";"0.0"
"1072005";"2020-10-13";"19:04:49";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.0 ";""
"1077485";"2020-10-13";"19:04:54";"F";"12240";"262";"322";"0";"0.186";"0.0"
"1082005";"2020-10-13";"19:04:59";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.0 ";""
"1087655";"2020-10-13";"19:05:04";"F";"12241";"152";"193";"0";"0.212";"0.0"
"1091005";"2020-10-13";"19:05:08";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.0 ";""
"1105525";"2020-10-13";"19:05:22";"F";"12242";"87";"114";"0";"0.237";"0.0"
"1109005";"2020-10-13";"19:05:26";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.0 ";""
"1110475";"2020-10-13";"19:05:27";"F";"12243";"102";"129";"0";"0.209";"0.0"
"1114005";"2020-10-13";"19:05:31";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.0 ";""
"1116225";"2020-10-13";"19:05:33";"F";"12244";"229";"300";"0";"0.237";"0.0"
"1120005";"2020-10-13";"19:05:37";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.0 ";""
"1123555";"2020-10-13";"19:05:40";"F";"12245";"88";"122";"0";"0.279";"0.0"
"1128005";"2020-10-13";"19:05:45";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.0 ";""
"1134145";"2020-10-13";"19:05:51";"F";"12246";"109";"176";"0";"0.381";"0.0"
"1138555";"2020-10-13";"19:05:55";"F";"12247";"342";"399";"0";"0.143";"0.0"
"1139005";"2020-10-13";"19:05:56";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.0 ";""
"1143005";"2020-10-13";"19:06:00";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.0 ";""
"1146555";"2020-10-13";"19:06:03";"F";"12248";"141";"252";"0";"0.440";"0.0"
"1151005";"2020-10-13";"19:06:08";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.0 ";""
"1151805";"2020-10-13";"19:06:08";"F";"12249";"256";"293";"0";"0.126";"0.0"
"1155005";"2020-10-13";"19:06:12";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.0 ";""
"1163305";"2020-10-13";"19:06:20";"F";"12250";"30";"46";"0";"-";"-"
"1168005";"2020-10-13";"19:06:25";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.0 ";""
"1171565";"2020-10-13";"19:06:28";"F";"12251";"33";"51";"0";"0.353";"0.0"
"1176005";"2020-10-13";"19:06:33";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.0 ";""
"1178265";"2020-10-13";"19:06:35";"F";"12252";"214";"263";"0";"0.186";"0.0"
"1182005";"2020-10-13";"19:06:39";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.0 ";""
"1184915";"2020-10-13";"19:06:41";"F";"12253";"221";"340";"0";"0.350";"0.0"
"1189005";"2020-10-13";"19:06:46";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.1 ";""
"1192805";"2020-10-13";"19:06:49";"F";"12254";"62";"97";"0";"0.361";"0.0"
"1197005";"2020-10-13";"19:06:54";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.0 ";""
"1202675";"2020-10-13";"19:06:59";"F";"12255";"42";"156";"0";"0.731";"0.0"
"1207005";"2020-10-13";"19:07:04";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.1 ";""
"1209905";"2020-10-13";"19:07:06";"F";"12256";"129";"172";"0";"0.250";"0.0"
"1213005";"2020-10-13";"19:07:10";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.1 ";""
"1223045";"2020-10-13";"19:07:20";"F";"12257";"83";"103";"0";"0.194";"0.0"
"1228005";"2020-10-13";"19:07:25";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.1 ";""
"1238325";"2020-10-13";"19:07:35";"F";"12258";"37";"61";"0";"0.393";"0.0"
"1242005";"2020-10-13";"19:07:39";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.2 ";""
"1248785";"2020-10-13";"19:07:45";"F";"12259";"77";"90";"0";"0.144";"0.0"
"1252005";"2020-10-13";"19:07:49";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.1 ";""
"1258445";"2020-10-13";"19:07:55";"F";"12260";"62";"93";"0";"0.333";"0.0"
"1262005";"2020-10-13";"19:07:59";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.2 ";""
"1263535";"2020-10-13";"19:08:00";"F";"12261";"20";"49";"0";"-";"-"
"1267005";"2020-10-13";"19:08:04";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.1 ";""
"1278485";"2020-10-13";"19:08:15";"F";"12262";"25";"46";"0";"-";"-"
"1282005";"2020-10-13";"19:08:19";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.2 ";""
"1293375";"2020-10-13";"19:08:30";"F";"12263";"23";"45";"0";"-";"-"
"1297005";"2020-10-13";"19:08:34";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.2 ";""
"1300335";"2020-10-13";"19:08:37";"F";"12264";"212";"267";"0";"0.206";"0.0"
"1304005";"2020-10-13";"19:08:41";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.2 ";""
"1307455";"2020-10-13";"19:08:44";"F";"12265";"134";"232";"0";"0.422";"0.0"
"1311005";"2020-10-13";"19:08:48";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.3 ";""
"1320375";"2020-10-13";"19:08:57";"F";"12266";"108";"134";"0";"0.194";"0.0"
"1324005";"2020-10-13";"19:09:01";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.4 ";""
"1328845";"2020-10-13";"19:09:05";"F";"12267";"103";"132";"0";"0.220";"0.0"
"1332005";"2020-10-13";"19:09:09";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.4 ";""
"1339615";"2020-10-13";"19:09:16";"F";"12268";"84";"167";"0";"0.497";"0.0"
"1343005";"2020-10-13";"19:09:20";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.5 ";""
"1344915";"2020-10-13";"19:09:21";"F";"12269";"107";"158";"0";"0.323";"0.0"
"1348005";"2020-10-13";"19:09:25";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.5 ";""
"1353395";"2020-10-13";"19:09:30";"F";"12270";"62";"81";"0";"0.235";"0.0"
"1357005";"2020-10-13";"19:09:34";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.5 ";""
"1361545";"2020-10-13";"19:09:38";"F";"12271";"86";"102";"0";"0.157";"0.0"
"1365005";"2020-10-13";"19:09:42";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.6 ";""
"1384945";"2020-10-13";"19:10:01";"F";"12272";"89";"116";"0";"0.233";"0.0"
"1388005";"2020-10-13";"19:10:05";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.7 ";""
"1390965";"2020-10-13";"19:10:07";"F";"12273";"103";"135";"0";"0.237";"0.0"
"1390970";"2020-10-13";"19:10:07";"SCHE";"";"Chart stop ";""
"1394005";"2020-10-13";"19:10:11";"SPEC";"";"PAR: - 32768; Depth: 0.1; Temp.: 28.7 ";""
"1401000";"2020-10-13";"19:10:17";"SCHS";"";"Chart start ";""
"1401000";"2020-10-13";"19:10:17";"SCHS";"";"Chart start ";""
"1401005";"2020-10-13";"19:10:18";"C";"";"File Nr. 485 | File Dev. ID #1, DIVING-PAM-II:  ";""
"1401005";"2020-10-13";"19:10:18";"C";"";"File Nr. 486 | File Dev. ID #1, DIVING-PAM-II:  ";""
"1401010";"2020-10-13";"19:10:18";"SCHE";"";"Chart stop ";""
"1401010";"2020-10-13";"19:10:18";"SCHE";"";"Chart stop ";""
"1402000";"2020-10-13";"19:10:18";"SCHS";"";"Chart start ";""
"1402000";"2020-10-13";"19:10:18";"SCHS";"";"Chart start ";""
"1402000";"2020-10-13";"19:10:18";"SCHS";"";"Chart start ";""
"1402005";"2020-10-13";"19:10:19";"C";"";"File Nr. 487 | File Dev. ID #1, DIVING-PAM-II:  ";""
"1402005";"2020-10-13";"19:10:19";"C";"";"File Nr. 488 | File Dev. ID #1, DIVING-PAM-II:  ";""
"1402005";"2020-10-13";"19:10:19";"C";"";"File Nr. 489 | File Dev. ID #1, DIVING-PAM-II:  ";""
"1402010";"2020-10-13";"19:10:19";"SCHE";"";"Chart stop ";""
"1402010";"2020-10-13";"19:10:19";"SCHE";"";"Chart stop ";""
"1402010";"2020-10-13";"19:10:19";"SCHE";"";"Chart stop ";""
"1403000";"2020-10-13";"19:10:19";"SCHS";"";"Chart start ";""
"1403000";"2020-10-13";"19:10:19";"SCHS";"";"Chart start ";""
"1403005";"2020-10-13";"19:10:20";"C";"";"File Nr. 490 | File Dev. ID #1, DIVING-PAM-II:  ";""
"1403005";"2020-10-13";"19:10:20";"C";"";"File Nr. 491 | File Dev. ID #1, DIVING-PAM-II:  ";""
"1403010";"2020-10-13";"19:10:20";"SCHE";"";"Chart stop ";""
"1403010";"2020-10-13";"19:10:20";"SCHE";"";"Chart stop ";""
"1405000";"2020-10-13";"19:10:21";"SCHS";"";"Chart start ";""
"1405005";"2020-10-13";"19:10:22";"C";"";"File Nr. 492 | File Dev. ID #1, DIVING-PAM-II:  ";""
"1405010";"2020-10-13";"19:10:22";"SCHE";"";"Chart stop ";""
