"","Time (rel/ms)","Date","Time","Type","No.","1:F","1:Fm'","1:PAR","1:Y (II)","1:ETR"
"297",1991845,2020-10-13,19:43:33,"F",12458,"226",325,0,"0.305","0.0"
"298",1995335,2020-10-13,19:43:37,"F",12459,"226",303,0,"0.254","0.0"
"299",2003535,2020-10-13,19:43:45,"F",12460,"430",520,0,"0.173","0.0"
"300",2007585,2020-10-13,19:43:49,"F",12461,"467",568,0,"0.178","0.0"
"301",2012445,2020-10-13,19:43:54,"F",12462,"216",449,0,"0.519","0.0"
"302",2020975,2020-10-13,19:44:02,"F",12463,"347",473,0,"0.266","0.0"
"303",2025905,2020-10-13,19:44:07,"F",12464,"282",367,0,"0.232","0.0"
"304",2032425,2020-10-13,19:44:14,"F",12465,"324",450,0,"0.280","0.0"
"305",2036375,2020-10-13,19:44:18,"F",12466,"299",557,0,"0.463","0.0"
"306",2047945,2020-10-13,19:44:29,"F",12467,"305",419,0,"0.272","0.0"
"307",2055855,2020-10-13,19:44:37,"F",12468,"161",166,0,"0.030","0.0"
"308",2060375,2020-10-13,19:44:42,"F",12469,"278",504,0,"0.448","0.0"
"309",2073975,2020-10-13,19:44:55,"F",12470,"241",573,0,"0.579","0.0"
"310",2083435,2020-10-13,19:45:05,"F",12471,"231",231,0,"0.000","0.0"
"311",2088285,2020-10-13,19:45:10,"F",12472,"403",621,0,"0.351","0.0"
"312",2095755,2020-10-13,19:45:17,"F",12473,"456",672,0,"0.321","0.0"
"313",2102575,2020-10-13,19:45:24,"F",12474,"373",537,0,"0.305","0.0"
"314",2107245,2020-10-13,19:45:29,"F",12475,"403",506,0,"0.204","0.0"
"315",2216605,2020-10-13,19:47:18,"F",12476,"408",480,0,"0.150","0.0"
"316",2224275,2020-10-13,19:47:26,"F",12477,"347",453,0,"0.234","0.0"
"317",2230555,2020-10-13,19:47:32,"F",12478,"353",635,0,"0.444","0.0"
"318",2240845,2020-10-13,19:47:42,"F",12479,"85",128,0,"0.336","0.0"
"319",2250105,2020-10-13,19:47:52,"F",12480,"101",128,0,"0.211","0.0"
"320",2254005,2020-10-13,19:47:56,"F",12481,"148",229,0,"0.354","0.0"
"321",2261375,2020-10-13,19:48:03,"F",12482,"241",392,0,"0.385","0.0"
"322",2265085,2020-10-13,19:48:07,"F",12483,"188",265,0,"0.291","0.0"
"323",2271855,2020-10-13,19:48:13,"F",12484,"224",324,0,"0.309","0.0"
"324",2277305,2020-10-13,19:48:19,"F",12485,"306",366,0,"0.164","0.0"
"325",2284605,2020-10-13,19:48:26,"F",12486,"360",500,0,"0.280","0.0"
"326",2288725,2020-10-13,19:48:30,"F",12487,"364",479,0,"0.240","0.0"
"327",2296395,2020-10-13,19:48:38,"F",12488,"227",356,0,"0.362","0.0"
"328",2302095,2020-10-13,19:48:44,"F",12489,"224",319,0,"0.298","0.0"
"329",2319555,2020-10-13,19:49:01,"F",12490,"318",371,0,"0.143","0.0"
"330",2325075,2020-10-13,19:49:07,"F",12491,"370",516,0,"0.283","0.0"
"331",2332825,2020-10-13,19:49:14,"F",12492,"102",147,0,"0.306","0.0"
"332",2340915,2020-10-13,19:49:22,"F",12493,"389",476,0,"0.183","0.0"
"333",2346735,2020-10-13,19:49:28,"F",12494,"174",207,0,"0.159","0.0"
"334",2352025,2020-10-13,19:49:34,"F",12495,"139",213,0,"0.347","0.0"
"335",2357885,2020-10-13,19:49:39,"F",12496,"131",204,0,"0.358","0.0"
"336",2408575,2020-10-13,19:50:30,"F",12497,"370",536,0,"0.310","0.0"
"337",2418135,2020-10-13,19:50:40,"F",12498,"166",225,0,"0.262","0.0"
"338",2421715,2020-10-13,19:50:43,"F",12499,"359",445,0,"0.193","0.0"
"339",2476005,2020-10-13,19:51:38,"C",NA,"File Nr. 499 | File Dev. ID #1, DIVING-PAM-II:",NA,NA,NA,NA
"340",2487625,2020-10-13,19:51:49,"F",12500,"225",442,0,"0.491","0.0"
"341",2493405,2020-10-13,19:51:55,"F",12501,"281",547,0,"0.486","0.0"
"342",2501825,2020-10-13,19:52:03,"F",12502,"338",483,0,"0.300","0.0"
"343",2505535,2020-10-13,19:52:07,"F",12503,"275",391,0,"0.297","0.0"
"344",2509965,2020-10-13,19:52:11,"F",12504,"203",464,0,"0.563","0.0"
"345",2515525,2020-10-13,19:52:17,"F",12505,"211",372,0,"0.433","0.0"
"346",2521635,2020-10-13,19:52:23,"F",12506,"333",598,0,"0.443","0.0"
"347",2530125,2020-10-13,19:52:32,"F",12507,"349",608,0,"0.426","0.0"
"348",2534655,2020-10-13,19:52:36,"F",12508,"219",458,0,"0.522","0.0"
"349",2538115,2020-10-13,19:52:40,"F",12509,"276",510,0,"0.459","0.0"
"350",2545905,2020-10-13,19:52:47,"F",12510,"327",554,0,"0.410","0.0"
"351",2551045,2020-10-13,19:52:53,"F",12511,"264",456,0,"0.421","0.0"
"352",2561925,2020-10-13,19:53:03,"F",12512,"195",349,0,"0.441","0.0"
"353",2565045,2020-10-13,19:53:07,"F",12513,"189",336,0,"0.438","0.0"
"354",2569235,2020-10-13,19:53:11,"F",12514,"374",656,0,"0.430","0.0"
"355",2572905,2020-10-13,19:53:14,"F",12515,"282",521,0,"0.459","0.0"
"356",2579105,2020-10-13,19:53:21,"F",12516,"170",323,0,"0.474","0.0"
"357",2585405,2020-10-13,19:53:27,"F",12517,"260",469,0,"0.446","0.0"
"358",2593915,2020-10-13,19:53:35,"F",12518,"141",239,0,"0.410","0.0"
"359",2596145,2020-10-13,19:53:38,"F",12519,"237",400,0,"0.408","0.0"
"360",2602275,2020-10-13,19:53:44,"F",12520,"322",500,0,"0.356","0.0"
"361",2605785,2020-10-13,19:53:47,"F",12521,"284",435,0,"0.347","0.0"
"362",2610805,2020-10-13,19:53:52,"F",12522,"252",479,0,"0.474","0.0"
"363",2614785,2020-10-13,19:53:56,"F",12523,"176",489,0,"0.640","0.0"
"364",2621655,2020-10-13,19:54:03,"F",12524,"209",492,0,"0.575","0.0"
"365",2626355,2020-10-13,19:54:08,"F",12525,"258",416,0,"0.380","0.0"
"366",2634305,2020-10-13,19:54:16,"F",12526,"238",522,0,"0.544","0.0"
"367",2647085,2020-10-13,19:54:29,"F",12527,"227",477,0,"0.524","0.0"
"368",2662855,2020-10-13,19:54:44,"F",12528,"159",314,0,"0.494","0.0"
"369",2668985,2020-10-13,19:54:50,"F",12529,"120",366,0,"0.672","0.0"
"370",2682185,2020-10-13,19:55:04,"F",12530,"263",654,0,"0.598","0.0"
"371",2689985,2020-10-13,19:55:11,"F",12531,"189",306,0,"0.382","0.0"
"372",2701385,2020-10-13,19:55:23,"F",12532,"148",321,0,"0.539","0.0"
"373",2705545,2020-10-13,19:55:27,"F",12533,"143",259,0,"0.448","0.0"
"374",2711615,2020-10-13,19:55:33,"F",12534,"318",590,0,"0.461","0.0"
"375",2715605,2020-10-13,19:55:37,"F",12535,"168",225,0,"0.253","0.0"
"376",2724675,2020-10-13,19:55:46,"F",12536,"348",584,0,"0.404","0.0"
"377",2732105,2020-10-13,19:55:54,"F",12537,"330",462,0,"0.286","0.0"
"378",2738155,2020-10-13,19:56:00,"F",12538,"277",553,0,"0.499","0.0"
"379",2743105,2020-10-13,19:56:05,"F",12539,"304",549,0,"0.446","0.0"
"380",2756385,2020-10-13,19:56:18,"F",12540,"302",652,0,"0.537","0.0"
"381",2770525,2020-10-13,19:56:32,"F",12541,"252",600,0,"0.580","0.0"
"382",2775545,2020-10-13,19:56:37,"F",12542,"356",648,0,"0.451","0.0"
"383",2781165,2020-10-13,19:56:43,"F",12543,"187",558,0,"0.665","0.0"
"384",2786045,2020-10-13,19:56:48,"F",12544,"243",555,0,"0.562","0.0"
"385",2794225,2020-10-13,19:56:56,"F",12545,"338",556,0,"0.392","0.0"
"386",2798365,2020-10-13,19:57:00,"F",12546,"289",528,0,"0.453","0.0"
"387",2802955,2020-10-13,19:57:04,"F",12547,"298",622,0,"0.521","0.0"
"388",2805565,2020-10-13,19:57:07,"F",12548,"267",548,0,"0.513","0.0"
"389",2811445,2020-10-13,19:57:13,"F",12549,"130",442,0,"0.706","0.0"
"390",2816305,2020-10-13,19:57:18,"F",12550,"200",478,0,"0.582","0.0"
"391",2826995,2020-10-13,19:57:28,"F",12551,"257",541,0,"0.525","0.0"
"392",2863005,2020-10-13,19:58:05,"C",NA,"File Nr. 500 | File Dev. ID #1, DIVING-PAM-II:",NA,NA,NA,NA
"393",2894385,2020-10-13,19:58:36,"F",12552,"132",272,0,"0.515","0.0"
"394",2901925,2020-10-13,19:58:43,"F",12553,"268",582,0,"0.540","0.0"
"395",2916585,2020-10-13,19:58:58,"F",12554,"409",895,0,"0.543","0.0"
"396",2933545,2020-10-13,19:59:15,"F",12555,"213",460,0,"0.537","0.0"
"397",2937355,2020-10-13,19:59:19,"F",12556,"260",542,0,"0.520","0.0"
"398",2943235,2020-10-13,19:59:25,"F",12557,"391",753,0,"0.481","0.0"
"399",2947225,2020-10-13,19:59:29,"F",12558,"389",754,0,"0.484","0.0"
"400",2955645,2020-10-13,19:59:37,"F",12559,"208",349,0,"0.404","0.0"
"401",2963805,2020-10-13,19:59:45,"F",12560,"229",511,0,"0.552","0.0"
"402",2976635,2020-10-13,19:59:58,"F",12561,"372",709,0,"0.475","0.0"
"403",2980155,2020-10-13,20:00:02,"F",12562,"339",680,0,"0.501","0.0"
"404",2985425,2020-10-13,20:00:07,"F",12563,"344",526,0,"0.346","0.0"
"405",2989875,2020-10-13,20:00:11,"F",12564,"413",651,0,"0.366","0.0"
"406",2995845,2020-10-13,20:00:17,"F",12565,"340",587,0,"0.421","0.0"
"407",2998395,2020-10-13,20:00:20,"F",12566,"331",550,0,"0.398","0.0"
"408",3002945,2020-10-13,20:00:24,"F",12567,"330",604,0,"0.454","0.0"
"409",3007555,2020-10-13,20:00:29,"F",12568,"247",479,0,"0.484","0.0"
"410",3013525,2020-10-13,20:00:35,"F",12569,"315",556,0,"0.433","0.0"
"411",3018085,2020-10-13,20:00:40,"F",12570,"262",453,0,"0.422","0.0"
"412",3025705,2020-10-13,20:00:47,"F",12571,"363",590,0,"0.385","0.0"
"413",3028025,2020-10-13,20:00:50,"F",12572,"277",543,0,"0.490","0.0"
"414",3040475,2020-10-13,20:01:02,"F",12573,"256",449,0,"0.430","0.0"
"415",3044065,2020-10-13,20:01:06,"F",12574,"300",654,0,"0.541","0.0"
"416",3049415,2020-10-13,20:01:11,"F",12575,"313",537,0,"0.417","0.0"
"417",3053975,2020-10-13,20:01:15,"F",12576,"379",652,0,"0.419","0.0"
"418",3062875,2020-10-13,20:01:24,"F",12577,"409",892,0,"0.541","0.0"
"419",3070915,2020-10-13,20:01:32,"F",12578,"194",357,0,"0.457","0.0"
"420",3083745,2020-10-13,20:01:45,"F",12579,"150",249,0,"0.398","0.0"
"421",3087245,2020-10-13,20:01:49,"F",12580,"288",457,0,"0.370","0.0"
"422",3099345,2020-10-13,20:02:01,"F",12581,"279",473,0,"0.410","0.0"
"423",3103025,2020-10-13,20:02:05,"F",12582,"305",487,0,"0.374","0.0"
"424",3118395,2020-10-13,20:02:20,"F",12583,"257",613,0,"0.581","0.0"
"425",3122065,2020-10-13,20:02:24,"F",12584,"161",404,0,"0.601","0.0"
"426",3133965,2020-10-13,20:02:35,"F",12585,"161",265,0,"0.392","0.0"
"427",3137335,2020-10-13,20:02:39,"F",12586,"208",375,0,"0.445","0.0"
"428",3144025,2020-10-13,20:02:46,"F",12587,"163",219,0,"0.256","0.0"
"429",3159905,2020-10-13,20:03:01,"F",12588,"264",439,0,"0.399","0.0"
"430",3165325,2020-10-13,20:03:07,"F",12589,"344",628,0,"0.452","0.0"
"431",3170685,2020-10-13,20:03:12,"F",12590,"314",586,0,"0.464","0.0"
"432",3184415,2020-10-13,20:03:26,"F",12591,"381",684,0,"0.443","0.0"
"433",3197605,2020-10-13,20:03:39,"F",12592,"262",508,0,"0.484","0.0"
"434",3202915,2020-10-13,20:03:44,"F",12593,"328",620,0,"0.471","0.0"
"435",3208435,2020-10-13,20:03:50,"F",12594,"235",380,0,"0.382","0.0"
"436",3214775,2020-10-13,20:03:56,"F",12595,"155",239,0,"0.351","0.0"
"437",3224005,2020-10-13,20:04:06,"C",NA,"File Nr. 501 | File Dev. ID #1, DIVING-PAM-II:",NA,NA,NA,NA
"438",3277345,2020-10-13,20:04:59,"F",12596,"171",470,0,"0.636","0.0"
"439",3307025,2020-10-13,20:05:29,"F",12597,"171",495,0,"0.655","0.0"
"440",3315155,2020-10-13,20:05:37,"F",12598,"231",616,0,"0.625","0.0"
"441",3320035,2020-10-13,20:05:42,"F",12599,"269",934,0,"0.712","0.0"
"442",3324045,2020-10-13,20:05:46,"F",12600,"292",775,0,"0.623","0.0"
"443",3329235,2020-10-13,20:05:51,"F",12601,"306",816,0,"0.625","0.0"
"444",3339935,2020-10-13,20:06:01,"F",12602,"275",834,0,"0.670","0.0"
"445",3343255,2020-10-13,20:06:05,"F",12603,"293",834,0,"0.649","0.0"
"446",3350395,2020-10-13,20:06:12,"F",12604,"284",783,0,"0.637","0.0"
"447",3354855,2020-10-13,20:06:16,"F",12605,"230",589,0,"0.610","0.0"
"448",3366795,2020-10-13,20:06:28,"F",12606,"257",753,0,"0.659","0.0"
"449",3371115,2020-10-13,20:06:33,"F",12607,"280",784,0,"0.643","0.0"
"450",3375845,2020-10-13,20:06:37,"F",12608,"196",497,0,"0.606","0.0"
"451",3381705,2020-10-13,20:06:43,"F",12609,"178",507,0,"0.649","0.0"
"452",3387325,2020-10-13,20:06:49,"F",12610,"254",702,0,"0.638","0.0"
"453",3392695,2020-10-13,20:06:54,"F",12611,"183",446,0,"0.590","0.0"
"454",3395115,2020-10-13,20:06:57,"F",12612,"227",581,0,"0.609","0.0"
"455",3403105,2020-10-13,20:07:05,"F",12613,"257",680,0,"0.622","0.0"
"456",3407825,2020-10-13,20:07:09,"F",12614,"271",679,0,"0.601","0.0"
"457",3418545,2020-10-13,20:07:20,"F",12615,"228",642,0,"0.645","0.0"
"458",3429155,2020-10-13,20:07:31,"F",12616,"194",499,0,"0.611","0.0"
"459",3439395,2020-10-13,20:07:41,"F",12617,"123",123,0,"0.000","0.0"
"460",3444225,2020-10-13,20:07:46,"F",12618,"215",637,0,"0.662","0.0"
"461",3465415,2020-10-13,20:08:07,"F",12619,"200",569,0,"0.649","0.0"
"462",3470115,2020-10-13,20:08:12,"F",12620,"237",666,0,"0.644","0.0"
"463",3474665,2020-10-13,20:08:16,"F",12621,"319",713,0,"0.553","0.0"
"464",3479765,2020-10-13,20:08:21,"F",12622,"155",232,0,"0.332","0.0"
"465",3489965,2020-10-13,20:08:31,"F",12623,"157",398,0,"0.606","0.0"
"466",3495375,2020-10-13,20:08:37,"F",12624,"197",453,0,"0.565","0.0"
"467",3504165,2020-10-13,20:08:46,"F",12625,"177",463,0,"0.618","0.0"
"468",3507375,2020-10-13,20:08:49,"F",12626,"173",407,0,"0.575","0.0"
"469",3515745,2020-10-13,20:08:57,"F",12627,"215",672,0,"0.680","0.0"
"470",3519025,2020-10-13,20:09:01,"F",12628,"227",761,0,"0.702","0.0"
"471",3529575,2020-10-13,20:09:11,"F",12629,"150",410,0,"0.634","0.0"
"472",3533725,2020-10-13,20:09:15,"F",12630,"165",602,0,"0.726","0.0"
"473",3540285,2020-10-13,20:09:22,"F",12631,"214",922,0,"0.768","0.0"
"474",3556185,2020-10-13,20:09:38,"F",12632,"172",499,0,"0.655","0.0"
"475",3562925,2020-10-13,20:09:44,"F",12633,"305",843,0,"0.638","0.0"
"476",3585035,2020-10-13,20:10:07,"F",12634,"290",743,0,"0.610","0.0"
"477",3590235,2020-10-13,20:10:12,"F",12635,"267",696,0,"0.616","0.0"
"478",3597155,2020-10-13,20:10:19,"F",12636,"290",819,0,"0.646","0.0"
"479",3606595,2020-10-13,20:10:28,"F",12637,"214",726,0,"0.705","0.0"
"480",3618465,2020-10-13,20:10:40,"F",12638,"182",584,0,"0.688","0.0"
"481",3624075,2020-10-13,20:10:46,"F",12639,"191",482,0,"0.604","0.0"
"482",3631465,2020-10-13,20:10:53,"F",12640,"258",744,0,"0.653","0.0"
"483",3641585,2020-10-13,20:11:03,"F",12641,"203",615,0,"0.670","0.0"
"484",3644625,2020-10-13,20:11:06,"F",12642,"230",635,0,"0.638","0.0"
"485",3654915,2020-10-13,20:11:16,"F",12643,"171",518,0,"0.670","0.0"
"486",3658845,2020-10-13,20:11:20,"F",12644,"167",705,0,"0.763","0.0"
"487",3665155,2020-10-13,20:11:27,"F",12645,"226",632,0,"0.642","0.0"
"488",3674745,2020-10-13,20:11:36,"F",12646,"196",585,0,"0.665","0.0"
"489",3684005,2020-10-13,20:11:46,"F",12647,"225",671,0,"0.665","0.0"
"490",3735005,2020-10-13,20:12:37,"C",NA,"File Nr. 502 | File Dev. ID #1, DIVING-PAM-II:",NA,NA,NA,NA
"491",5,2020-10-13,20:13:20,"C",NA,"File Nr. 503 | File Dev. ID #1, DIVING-PAM-II:",NA,NA,NA,NA
"492",53545,2020-10-13,20:14:13,"F",12648,"351",1032,0,"0.660","0.0"
"493",59895,2020-10-13,20:14:19,"F",12649,"238",929,0,"0.744","0.0"
"494",65525,2020-10-13,20:14:25,"F",12650,"358",984,0,"0.636","0.0"
"495",71955,2020-10-13,20:14:31,"F",12651,"234",715,0,"0.673","0.0"
"496",81395,2020-10-13,20:14:41,"F",12652,"245",623,0,"0.607","0.0"
"497",86065,2020-10-13,20:14:46,"F",12653,"235",612,0,"0.616","0.0"
"498",99625,2020-10-13,20:14:59,"F",12654,"285",694,0,"0.589","0.0"
"499",103925,2020-10-13,20:15:03,"F",12655,"224",652,0,"0.656","0.0"
"500",109455,2020-10-13,20:15:09,"F",12656,"330",807,0,"0.591","0.0"
"501",116595,2020-10-13,20:15:16,"F",12657,"289",735,0,"0.607","0.0"
"502",126555,2020-10-13,20:15:26,"F",12658,"281",853,0,"0.671","0.0"
"503",130075,2020-10-13,20:15:30,"F",12659,"384",1127,0,"0.659","0.0"
"504",140805,2020-10-13,20:15:40,"F",12660,"304",833,0,"0.635","0.0"
"505",148435,2020-10-13,20:15:48,"F",12661,"288",774,0,"0.628","0.0"
"506",153255,2020-10-13,20:15:53,"F",12662,"178",338,0,"0.473","0.0"
"507",160025,2020-10-13,20:16:00,"F",12663,"389",1019,0,"0.618","0.0"
"508",166535,2020-10-13,20:16:06,"F",12664,"317",875,0,"0.638","0.0"
"509",173065,2020-10-13,20:16:13,"F",12665,"281",661,0,"0.575","0.0"
"510",179725,2020-10-13,20:16:19,"F",12666,"228",545,0,"0.582","0.0"
"511",187025,2020-10-13,20:16:27,"F",12667,"316",868,0,"0.636","0.0"
"512",194885,2020-10-13,20:16:34,"F",12668,"242",682,0,"0.645","0.0"
"513",201335,2020-10-13,20:16:41,"F",12669,"354",1050,0,"0.663","0.0"
"514",208825,2020-10-13,20:16:48,"F",12670,"228",634,0,"0.640","0.0"
"515",223085,2020-10-13,20:17:03,"F",12671,"221",700,0,"0.684","0.0"
"516",232745,2020-10-13,20:17:12,"F",12672,"290",735,0,"0.605","0.0"
"517",240075,2020-10-13,20:17:20,"F",12673,"318",955,0,"0.667","0.0"
"518",245135,2020-10-13,20:17:25,"F",12674,"295",890,0,"0.669","0.0"
"519",252855,2020-10-13,20:17:32,"F",12675,"229",637,0,"0.641","0.0"
"520",261025,2020-10-13,20:17:41,"F",12676,"307",805,0,"0.619","0.0"
"521",266655,2020-10-13,20:17:46,"F",12677,"214",546,0,"0.608","0.0"
"522",274175,2020-10-13,20:17:54,"F",12678,"307",766,0,"0.599","0.0"
"523",279465,2020-10-13,20:17:59,"F",12679,"196",589,0,"0.667","0.0"
"524",286865,2020-10-13,20:18:06,"F",12680,"205",536,0,"0.618","0.0"
"525",291145,2020-10-13,20:18:11,"F",12681,"146",426,0,"0.657","0.0"
"526",299435,2020-10-13,20:18:19,"F",12682,"171",519,0,"0.671","0.0"
"527",305045,2020-10-13,20:18:25,"F",12683,"197",522,0,"0.623","0.0"
"528",314065,2020-10-13,20:18:34,"F",12684,"250",741,0,"0.663","0.0"
"529",323905,2020-10-13,20:18:43,"F",12685,"188",601,0,"0.687","0.0"
"530",331895,2020-10-13,20:18:51,"F",12686,"230",606,0,"0.620","0.0"
"531",336785,2020-10-13,20:18:56,"F",12687,"211",616,0,"0.657","0.0"
"532",343575,2020-10-13,20:19:03,"F",12688,"182",527,0,"0.655","0.0"
"533",349985,2020-10-13,20:19:09,"F",12689,"176",404,0,"0.564","0.0"
"534",353155,2020-10-13,20:19:13,"F",12690,"173",515,0,"0.664","0.0"
"535",368705,2020-10-13,20:19:28,"F",12691,"236",644,0,"0.634","0.0"
"536",385105,2020-10-13,20:19:45,"F",12692,"260",637,0,"0.592","0.0"
"537",398005,2020-10-13,20:19:58,"F",12693,"197",535,0,"0.632","0.0"
"538",405825,2020-10-13,20:20:05,"F",12694,"195",540,0,"0.639","0.0"
"539",420775,2020-10-13,20:20:20,"F",12695,"214",655,0,"0.673","0.0"
"540",671005,2020-10-13,20:24:31,"C",NA,"File Nr. 504 | File Dev. ID #1, DIVING-PAM-II:",NA,NA,NA,NA
"541",715365,2020-10-13,20:25:15,"F",12696,"343",873,0,"0.607","0.0"
"542",720575,2020-10-13,20:25:20,"F",12697,"293",732,0,"0.600","0.0"
"543",731795,2020-10-13,20:25:31,"F",12698,"378",716,0,"0.472","0.0"
"544",738775,2020-10-13,20:25:38,"F",12699,"329",618,0,"0.468","0.0"
"545",745255,2020-10-13,20:25:45,"F",12700,"216",504,0,"0.571","0.0"
"546",750095,2020-10-13,20:25:50,"F",12701,"272",644,0,"0.578","0.0"
"547",755945,2020-10-13,20:25:55,"F",12702,"292",706,0,"0.586","0.0"
"548",759785,2020-10-13,20:25:59,"F",12703,"247",551,0,"0.552","0.0"
"549",764645,2020-10-13,20:26:04,"F",12704,"352",720,0,"0.511","0.0"
"550",767765,2020-10-13,20:26:07,"F",12705,"209",534,0,"0.609","0.0"
"551",773925,2020-10-13,20:26:13,"F",12706,"116",481,0,"0.759","0.0"
"552",780305,2020-10-13,20:26:20,"F",12707,"163",460,0,"0.646","0.0"
"553",790055,2020-10-13,20:26:30,"F",12708,"257",614,0,"0.581","0.0"
"554",797175,2020-10-13,20:26:37,"F",12709,"216",530,0,"0.592","0.0"
"555",802985,2020-10-13,20:26:42,"F",12710,"184",414,0,"0.556","0.0"
"556",808775,2020-10-13,20:26:48,"F",12711,"274",607,0,"0.549","0.0"
"557",816865,2020-10-13,20:26:56,"F",12712,"202",515,0,"0.608","0.0"
"558",827575,2020-10-13,20:27:07,"F",12713,"237",489,0,"0.515","0.0"
"559",836295,2020-10-13,20:27:16,"F",12714,"222",457,0,"0.514","0.0"
"560",842305,2020-10-13,20:27:22,"F",12715,"207",522,0,"0.603","0.0"
"561",847645,2020-10-13,20:27:27,"F",12716,"245",655,0,"0.626","0.0"
"562",855455,2020-10-13,20:27:35,"F",12717,"264",588,0,"0.551","0.0"
"563",859185,2020-10-13,20:27:39,"F",12718,"235",516,0,"0.545","0.0"
"564",865125,2020-10-13,20:27:45,"F",12719,"270",616,0,"0.562","0.0"
"565",878985,2020-10-13,20:27:58,"F",12720,"194",508,0,"0.618","0.0"
"566",894705,2020-10-13,20:28:14,"F",12721,"189",544,0,"0.653","0.0"
"567",897135,2020-10-13,20:28:17,"F",12722,"239",616,0,"0.612","0.0"
"568",913175,2020-10-13,20:28:33,"F",12723,"272",642,0,"0.576","0.0"
"569",916475,2020-10-13,20:28:36,"F",12724,"246",596,0,"0.587","0.0"
"570",921285,2020-10-13,20:28:41,"F",12725,"199",473,0,"0.579","0.0"
"571",937625,2020-10-13,20:28:57,"F",12726,"184",431,0,"0.573","0.0"
"572",945705,2020-10-13,20:29:05,"F",12727,"231",572,0,"0.596","0.0"
"573",948215,2020-10-13,20:29:08,"F",12728,"255",560,0,"0.545","0.0"
"574",952075,2020-10-13,20:29:12,"F",12729,"286",576,0,"0.503","0.0"
"575",955975,2020-10-13,20:29:15,"F",12730,"313",583,0,"0.463","0.0"
"576",962365,2020-10-13,20:29:22,"F",12731,"215",682,0,"0.685","0.0"
"577",972955,2020-10-13,20:29:32,"F",12732,"250",896,0,"0.721","0.0"
"578",988845,2020-10-13,20:29:48,"F",12733,"178",540,0,"0.670","0.0"
"579",1003685,2020-10-13,20:30:03,"F",12734,"200",548,0,"0.635","0.0"
"580",1012395,2020-10-13,20:30:12,"F",12735,"245",684,0,"0.642","0.0"
"581",1017285,2020-10-13,20:30:17,"F",12736,"282",627,0,"0.550","0.0"
"582",1023125,2020-10-13,20:30:23,"F",12737,"284",634,0,"0.552","0.0"
"583",1030765,2020-10-13,20:30:30,"F",12738,"284",681,0,"0.583","0.0"
"584",1038405,2020-10-13,20:30:38,"F",12739,"231",535,0,"0.568","0.0"
"585",1044985,2020-10-13,20:30:44,"F",12740,"183",521,0,"0.649","0.0"
"586",1050855,2020-10-13,20:30:50,"F",12741,"171",422,0,"0.595","0.0"
"587",1061005,2020-10-13,20:31:01,"C",NA,"File Nr. 505 | File Dev. ID #1, DIVING-PAM-II:",NA,NA,NA,NA
