"2020-10-14";"23:40:35";"WinControl (rev 1112) report file"
"Time (rel/ms)";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR"
"0";"";"";"D";"";"Device Nr: #1, DIVING-PAM-II (UWFD0100A) ";""
"0";"2020-10-14";"18:53:04";"SCHS";"";"Chart start ";""
"5";"2020-10-14";"18:53:05";"C";"";"File Nr. 513 | File Dev. ID #1, DIVING-PAM-II:  ";""
"134535";"2020-10-14";"18:55:19";"F";"13031";"17";"31";"0";"-";"-"
"138005";"2020-10-14";"18:55:23";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"139115";"2020-10-14";"18:55:24";"F";"13032";"10";"26";"0";"-";"-"
"143005";"2020-10-14";"18:55:28";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"146115";"2020-10-14";"18:55:31";"F";"13033";"88";"131";"0";"0.328";"0.0"
"150145";"2020-10-14";"18:55:35";"F";"13034";"141";"175";"0";"0.194";"0.0"
"151005";"2020-10-14";"18:55:36";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"155005";"2020-10-14";"18:55:40";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"158135";"2020-10-14";"18:55:43";"F";"13035";"72";"97";"0";"0.258";"0.0"
"162005";"2020-10-14";"18:55:47";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"166835";"2020-10-14";"18:55:51";"F";"13036";"173";"190";"0";"0.089";"0.0"
"171005";"2020-10-14";"18:55:56";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"172755";"2020-10-14";"18:55:57";"F";"13037";"164";"225";"0";"0.271";"0.0"
"176005";"2020-10-14";"18:56:01";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"181825";"2020-10-14";"18:56:06";"F";"13038";"49";"71";"0";"0.310";"0.0"
"185005";"2020-10-14";"18:56:10";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"190405";"2020-10-14";"18:56:15";"F";"13039";"44";"65";"0";"0.323";"0.0"
"195005";"2020-10-14";"18:56:20";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"200335";"2020-10-14";"18:56:25";"F";"13040";"18";"37";"0";"-";"-"
"204005";"2020-10-14";"18:56:29";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"205265";"2020-10-14";"18:56:30";"F";"13041";"7";"26";"0";"-";"-"
"209005";"2020-10-14";"18:56:34";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"213825";"2020-10-14";"18:56:38";"F";"13042";"138";"155";"0";"0.110";"0.0"
"218005";"2020-10-14";"18:56:43";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"219725";"2020-10-14";"18:56:44";"F";"13043";"81";"92";"0";"0.120";"0.0"
"224005";"2020-10-14";"18:56:49";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"225715";"2020-10-14";"18:56:50";"F";"13044";"139";"184";"0";"0.245";"0.0"
"230005";"2020-10-14";"18:56:55";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"231735";"2020-10-14";"18:56:56";"F";"13045";"93";"108";"0";"0.139";"0.0"
"235005";"2020-10-14";"18:57:00";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"240415";"2020-10-14";"18:57:05";"F";"13046";"62";"96";"0";"0.354";"0.0"
"245005";"2020-10-14";"18:57:10";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"245025";"2020-10-14";"18:57:10";"F";"13047";"68";"99";"0";"0.313";"0.0"
"250005";"2020-10-14";"18:57:15";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"254755";"2020-10-14";"18:57:19";"F";"13048";"66";"114";"0";"0.421";"0.0"
"258005";"2020-10-14";"18:57:23";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"258145";"2020-10-14";"18:57:23";"F";"13049";"61";"87";"0";"0.299";"0.0"
"263005";"2020-10-14";"18:57:28";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"268935";"2020-10-14";"18:57:33";"F";"13050";"49";"80";"0";"0.388";"0.0"
"273005";"2020-10-14";"18:57:38";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"274255";"2020-10-14";"18:57:39";"F";"13051";"60";"89";"0";"0.326";"0.0"
"279005";"2020-10-14";"18:57:44";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"287775";"2020-10-14";"18:57:52";"F";"13052";"84";"150";"0";"0.440";"0.0"
"292005";"2020-10-14";"18:57:57";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"300365";"2020-10-14";"18:58:05";"F";"13053";"74";"134";"0";"0.448";"0.0"
"305005";"2020-10-14";"18:58:10";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"307185";"2020-10-14";"18:58:12";"F";"13054";"14";"48";"0";"-";"-"
"312005";"2020-10-14";"18:58:17";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"312825";"2020-10-14";"18:58:17";"F";"13055";"46";"90";"0";"0.489";"0.0"
"317005";"2020-10-14";"18:58:22";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"320855";"2020-10-14";"18:58:25";"F";"13056";"37";"74";"0";"0.500";"0.0"
"325005";"2020-10-14";"18:58:30";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"326815";"2020-10-14";"18:58:31";"F";"13057";"25";"34";"0";"-";"-"
"331005";"2020-10-14";"18:58:36";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"335925";"2020-10-14";"18:58:40";"F";"13058";"50";"130";"0";"0.615";"0.0"
"340005";"2020-10-14";"18:58:45";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"341985";"2020-10-14";"18:58:46";"F";"13059";"120";"157";"0";"0.236";"0.0"
"345005";"2020-10-14";"18:58:50";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"345615";"2020-10-14";"18:58:50";"F";"13060";"122";"166";"0";"0.265";"0.0"
"350005";"2020-10-14";"18:58:55";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"353525";"2020-10-14";"18:58:58";"F";"13061";"227";"267";"0";"0.150";"0.0"
"358005";"2020-10-14";"18:59:03";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"358325";"2020-10-14";"18:59:03";"F";"13062";"259";"376";"0";"0.311";"0.0"
"363005";"2020-10-14";"18:59:08";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"366985";"2020-10-14";"18:59:11";"F";"13063";"31";"44";"0";"-";"-"
"371005";"2020-10-14";"18:59:16";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"373865";"2020-10-14";"18:59:18";"F";"13064";"14";"41";"0";"-";"-"
"378005";"2020-10-14";"18:59:23";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"391425";"2020-10-14";"18:59:36";"F";"13065";"9";"34";"0";"-";"-"
"395945";"2020-10-14";"18:59:40";"F";"13066";"12";"26";"0";"-";"-"
"396005";"2020-10-14";"18:59:41";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"400005";"2020-10-14";"18:59:45";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"401755";"2020-10-14";"18:59:46";"F";"13067";"45";"112";"0";"0.598";"0.0"
"406005";"2020-10-14";"18:59:51";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"406525";"2020-10-14";"18:59:51";"F";"13068";"41";"62";"0";"0.339";"0.0"
"411005";"2020-10-14";"18:59:56";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"411255";"2020-10-14";"18:59:56";"F";"13069";"107";"120";"0";"0.108";"0.0"
"416005";"2020-10-14";"19:00:01";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"420525";"2020-10-14";"19:00:05";"F";"13070";"122";"128";"0";"0.047";"0.0"
"424005";"2020-10-14";"19:00:09";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"428305";"2020-10-14";"19:00:13";"F";"13071";"101";"125";"0";"0.192";"0.0"
"432005";"2020-10-14";"19:00:17";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"433635";"2020-10-14";"19:00:18";"F";"13072";"158";"179";"0";"0.117";"0.0"
"438005";"2020-10-14";"19:00:23";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"443275";"2020-10-14";"19:00:28";"F";"13073";"10";"34";"0";"-";"-"
"447005";"2020-10-14";"19:00:32";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"448575";"2020-10-14";"19:00:33";"F";"13074";"13";"41";"0";"-";"-"
"453005";"2020-10-14";"19:00:38";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"454585";"2020-10-14";"19:00:39";"F";"13075";"3";"37";"0";"-";"-"
"459005";"2020-10-14";"19:00:44";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"460925";"2020-10-14";"19:00:45";"F";"13076";"10";"34";"0";"-";"-"
"460930";"2020-10-14";"19:00:45";"SCHE";"";"Chart stop ";""
"464005";"2020-10-14";"19:00:49";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"524000";"2020-10-14";"19:01:48";"SCHS";"";"Chart start ";""
"524005";"2020-10-14";"19:01:49";"C";"";"File Nr. 514 | File Dev. ID #1, DIVING-PAM-II:  ";""
"563885";"2020-10-14";"19:02:28";"F";"13077";"216";"376";"0";"0.426";"0.0"
"567965";"2020-10-14";"19:02:32";"F";"13078";"217";"271";"0";"0.199";"0.0"
"568005";"2020-10-14";"19:02:33";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"571285";"2020-10-14";"19:02:36";"F";"13079";"214";"289";"0";"0.260";"0.0"
"572005";"2020-10-14";"19:02:37";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"576005";"2020-10-14";"19:02:41";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"583255";"2020-10-14";"19:02:48";"F";"13080";"93";"115";"0";"0.191";"0.0"
"587005";"2020-10-14";"19:02:52";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"588135";"2020-10-14";"19:02:53";"F";"13081";"116";"178";"0";"0.348";"0.0"
"592005";"2020-10-14";"19:02:57";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"594975";"2020-10-14";"19:02:59";"F";"13082";"52";"123";"0";"0.577";"0.0"
"598005";"2020-10-14";"19:03:03";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"599805";"2020-10-14";"19:03:04";"F";"13083";"71";"109";"0";"0.349";"0.0"
"603005";"2020-10-14";"19:03:08";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"605315";"2020-10-14";"19:03:10";"F";"13084";"11";"48";"0";"-";"-"
"610005";"2020-10-14";"19:03:15";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"612475";"2020-10-14";"19:03:17";"F";"13085";"31";"61";"0";"0.492";"0.0"
"617005";"2020-10-14";"19:03:22";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"617075";"2020-10-14";"19:03:22";"F";"13086";"23";"56";"0";"0.589";"0.0"
"622005";"2020-10-14";"19:03:27";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"627795";"2020-10-14";"19:03:32";"F";"13087";"83";"138";"0";"0.399";"0.0"
"631785";"2020-10-14";"19:03:36";"F";"13088";"60";"94";"0";"0.362";"0.0"
"632005";"2020-10-14";"19:03:37";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"636005";"2020-10-14";"19:03:41";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"637735";"2020-10-14";"19:03:42";"F";"13089";"42";"127";"0";"0.669";"0.0"
"641615";"2020-10-14";"19:03:46";"F";"13090";"77";"134";"0";"0.425";"0.0"
"642005";"2020-10-14";"19:03:47";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"646005";"2020-10-14";"19:03:51";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"646115";"2020-10-14";"19:03:51";"F";"13091";"123";"160";"0";"0.231";"0.0"
"651005";"2020-10-14";"19:03:56";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"655415";"2020-10-14";"19:04:00";"F";"13092";"26";"62";"0";"0.581";"0.0"
"660005";"2020-10-14";"19:04:05";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"660355";"2020-10-14";"19:04:05";"F";"13093";"19";"49";"0";"-";"-"
"665005";"2020-10-14";"19:04:10";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"672475";"2020-10-14";"19:04:17";"F";"13094";"24";"40";"0";"-";"-"
"677005";"2020-10-14";"19:04:22";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"677535";"2020-10-14";"19:04:22";"F";"13095";"7";"35";"0";"-";"-"
"682005";"2020-10-14";"19:04:27";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"688105";"2020-10-14";"19:04:33";"F";"13096";"53";"118";"0";"0.551";"0.0"
"692005";"2020-10-14";"19:04:37";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"692615";"2020-10-14";"19:04:37";"F";"13097";"79";"118";"0";"0.331";"0.0"
"697005";"2020-10-14";"19:04:42";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"697145";"2020-10-14";"19:04:42";"F";"13098";"96";"132";"0";"0.273";"0.0"
"702005";"2020-10-14";"19:04:47";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"733925";"2020-10-14";"19:05:18";"F";"13099";"91";"144";"0";"0.368";"0.0"
"737205";"2020-10-14";"19:05:22";"F";"13100";"118";"167";"0";"0.293";"0.0"
"738005";"2020-10-14";"19:05:23";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"742005";"2020-10-14";"19:05:27";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"745485";"2020-10-14";"19:05:30";"F";"13101";"99";"158";"0";"0.373";"0.0"
"749005";"2020-10-14";"19:05:34";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"749525";"2020-10-14";"19:05:34";"F";"13102";"115";"157";"0";"0.268";"0.0"
"754005";"2020-10-14";"19:05:39";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"755475";"2020-10-14";"19:05:40";"F";"13103";"20";"53";"0";"0.623";"0.0"
"760005";"2020-10-14";"19:05:45";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"760285";"2020-10-14";"19:05:45";"F";"13104";"17";"30";"0";"-";"-"
"765005";"2020-10-14";"19:05:50";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"765755";"2020-10-14";"19:05:50";"F";"13105";"14";"35";"0";"-";"-"
"770005";"2020-10-14";"19:05:55";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"778945";"2020-10-14";"19:06:03";"F";"13106";"114";"140";"0";"0.186";"0.0"
"783005";"2020-10-14";"19:06:08";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"784555";"2020-10-14";"19:06:09";"F";"13107";"60";"137";"0";"0.562";"0.0"
"789005";"2020-10-14";"19:06:14";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"790915";"2020-10-14";"19:06:15";"F";"13108";"126";"219";"0";"0.425";"0.0"
"795005";"2020-10-14";"19:06:20";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"798325";"2020-10-14";"19:06:23";"F";"13109";"104";"166";"0";"0.373";"0.0"
"803005";"2020-10-14";"19:06:28";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"804465";"2020-10-14";"19:06:29";"F";"13110";"115";"192";"0";"0.401";"0.0"
"808005";"2020-10-14";"19:06:33";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"810695";"2020-10-14";"19:06:35";"F";"13111";"168";"352";"0";"0.523";"0.0"
"815005";"2020-10-14";"19:06:40";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"816735";"2020-10-14";"19:06:41";"F";"13112";"199";"300";"0";"0.337";"0.0"
"821005";"2020-10-14";"19:06:46";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"823765";"2020-10-14";"19:06:48";"F";"13113";"273";"414";"0";"0.341";"0.0"
"828005";"2020-10-14";"19:06:53";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"836745";"2020-10-14";"19:07:01";"F";"13114";"24";"52";"0";"0.538";"0.0"
"841005";"2020-10-14";"19:07:06";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"859285";"2020-10-14";"19:07:24";"F";"13115";"26";"41";"0";"-";"-"
"864005";"2020-10-14";"19:07:29";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"875495";"2020-10-14";"19:07:40";"F";"13116";"22";"54";"0";"0.593";"0.0"
"880005";"2020-10-14";"19:07:45";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"893035";"2020-10-14";"19:07:58";"F";"13117";"269";"474";"0";"0.432";"0.0"
"898005";"2020-10-14";"19:08:03";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"899395";"2020-10-14";"19:08:04";"F";"13118";"315";"522";"0";"0.397";"0.0"
"903005";"2020-10-14";"19:08:08";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"907805";"2020-10-14";"19:08:12";"F";"13119";"130";"160";"0";"0.188";"0.0"
"911915";"2020-10-14";"19:08:16";"F";"13120";"151";"190";"0";"0.205";"0.0"
"912005";"2020-10-14";"19:08:17";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"916005";"2020-10-14";"19:08:21";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"919685";"2020-10-14";"19:08:24";"F";"13121";"62";"79";"0";"0.215";"0.0"
"924005";"2020-10-14";"19:08:29";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"925095";"2020-10-14";"19:08:30";"F";"13122";"105";"143";"0";"0.266";"0.0"
"930005";"2020-10-14";"19:08:35";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"939875";"2020-10-14";"19:08:44";"F";"13123";"39";"57";"0";"0.316";"0.0"
"943555";"2020-10-14";"19:08:48";"F";"13124";"29";"39";"0";"-";"-"
"943560";"2020-10-14";"19:08:48";"SCHE";"";"Chart stop ";""
"944005";"2020-10-14";"19:08:49";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
"948005";"2020-10-14";"19:08:53";"SPEC";"";"PAR: - 32768; Depth: - 337.4 ";""
